section,title,url,content
,,,이 사건은 이 전 기자와 한동훈 법무부 장관(당시 검사장)이 공모했다는 의혹이 불거지면서 '검언유착' 사건으로도 불렸다. 그러나 두 사람의 공모관계는 밝혀지지 않은 채 이 전 기자와 백 기자만 기소됐고 검찰은 이 전 기자를 기소하면서 공소장에 한 검사장과의 공모혐의를 적시하지 않았다.
,,,hahaha8288@news1.kr 
,,,Copyright ⓒ 뉴스1코리아 www.news1.kr 무단복제 및 전재 – 재배포금지
,,,
,,,(서울=뉴스1) 박형기 기자 = 미국은 ‘투키디데스 함정’에 중국은 ‘킨들버거 함정’에 각각 빠졌다고 홍콩의 사우스차이모닝포스트(SCMP)가 18일 보도했다.
,,,킨들버거 함정은 새롭게 부상한 국가가 기존 패권국을 대신해 제대로 된 리더십을 발휘하지 못할 때 발생하는 위기를 뜻한다. 
,,,미국 경제학자 찰스 킨들버거(1910∼2003)는 1930년대 발생한 대공황의 원인에 대해 영국을 대체해 신흥 패권국이 된 미국이 그 역할을 제대로 하지 못한 결과라고 분석했다. 
,,,킨들버거의 분석에 따르면 당시 제1차 세계대전을 치르고 어려 분야에서 피로감이 쌓여 있던 영국을 대신해 미국이 새로운 패권국으로 부상했다. 
,,,"그러나 미국은 고립주의를 택하면서 글로벌 공공재를 제공하는 역할을 다하지 않았고, 오히려 관세 폭탄을 퍼부어 국제무역 규모가 급격히 줄었다. "
,,,"이에 따라 1930년대 대공황이 발생했고, 이는 제2차 세계대전이 발발하는 한 원인이 됐다. "
,,,이와 비슷한 개념이 ‘투키디데스 함정’이다. 투키디데스 함정은 새로 부상하는 세력이 기존 지배세력의 자리를 위협해올 때 극심한 긴장이 발생하는 현상을 이른다.
,,,'역사학의 시조'로 평가되는 그리스의 역사가 투키디데스가 처음 제시한 개념이다. 그는 펠로폰네스 전쟁은 당시 패권국인 스파르타가 신흥세력인 아테네의 부상을 막기 위해 벌인 전쟁이라며 스파르타가 ‘투키디데스 함정’에 빠졌다고 설명했다.
,,,패권국이 이 함정에 빠지기 더 쉽다. 쫓는 사람보다는 쫓기는 사람이 더 초조하기 때문이다.
,,,"투키디데스 함정은 패권국이, 킨들버거 함정은 급부상하는 신흥 세력이 빠지기 쉬운 것이다. "
,,,"현재 미국의 패권은 흔들리고 있다. 토니 블레어 전 영국 총리는 ""우크라이나 전쟁은 서방이 지배하는 세계 패권 시대가 끝나가고 있음을 보여준다. 이 세기적인 변곡점에 중국은 러시아와 손잡고 초강대국 지위에 오르고 있다""고 말했다."
,,,
,,,"그는 지난 16일 런던에서 '우크라이나 전쟁 이후, 서방의 리더십의 미래'라는 주제로 열린 포럼에서 이같이 말했다. 그는 우크라이나 전쟁은 세계 2차 대전 또는 냉전 시대를 방불케 한다고 언급했다. "
,,,그는 그런데 이번 전쟁의 승자는 서방이 아니라며 미국 일극 패권시대가 끝나가고 있다고 진단했다.
,,,미국의 패권을 위협하는 나라가 중국이다. 그러나 중국은 세계에 어떠한 비전도 제시하지 못하며 민족주의 함정에 빠져 있다. 특히 미국이 패권전쟁의 강도를 높이자 중국은 갈수록 세계와 유리되고 있다. 
,,,중국이 포스트 ‘팍스 아메리카나’의 비전을 제시하지 못하고 흔들리고 있는 것이다. 
,,,"미국의 리더십 부족을 신흥 강대국인 중국이 채워줘야 하는데, 중국은 그 역할을 하지 못하고 있다. 미국은 투키디데스 함정에, 중국은 킨들버거 함정에 각각 빠진 것이다."
,,,sinopark@news1.kr 
,,,Copyright ⓒ 뉴스1코리아 www.news1.kr 무단복제 및 전재 – 재배포금지
,,,
,,,[서울=뉴시스]이지영 기자 = 주식 약세장이 지속되는 가운데 유통업계가 주가 방어를 위해 자사주 매입에 적극 나서고 있다. 
,,,특히 자사 주가가 저평가돼 있다는 점을 알리는 차원에서 임원진들이 직접 자사주를 매입하는 사례가 늘고 있어 눈길을 끈다.
,,,"18일 관련 업계에 따르면 오는 20일 롯데푸드 합병에 따른 재상장을 앞둔 롯데제과 임원진들은 지난달 총 2950주, 3억3000만원 규모의 자사주를 매입했다. "
,,,롯데제과 임원 14명은 롯데제과 주식을 각각 50~1000주 사들인 것으로 나타났다. 이영구 대표이사는 지난달 주식 1000주를 한 주당 11만3000원에 총 1억1300만원 어치 매수했다. 손희영 전무 등 임원 13명도 자사주를 1주당 11만원 대에 50~300주씩 샀다. 
,,,"합병 법인 출범을 앞두고 주가가 52주 최저가 수준으로 떨어지자, 책임 경영 의지를 보여주기 위해 임원들이 직접 주식 매수에 나선 것으로 보인다."
,,,"롯데지주도 지난 5월 이동우, 송용덕 부회장을 포함한 임원진 16명이 총 1만1900주, 3억9300만원 어치의 자사주를 사들였다. "
,,,"임원들은 적게는 100주에서 많게는 3000주까지, 한 주당 3만3000~3만4000원 가격에 주식을 매입했다. 가장 많이 산 사람은 이동우 부회장으로 1억원어치(3000주)를 매입한 것으로 드러났다."
,,,"임원진들이 자사주 매입에 직접 나선 것은 코로나19 폭락장 이후 2년 만이다. 당시 코로나19 사태로 주식시장이 연일 폭락하자, 신동빈 회장을 비롯한 임원진들은 자사주를 사들이며 주가 방어에 나섰다."
,,,이번 주식은 롯데의 대대적인 신사업 투자 발표와 함께 임원진이 주식을 대거 사들이며 지주사 경영에 자신감을 드러내려는 포석으로 보인다. 
,,,"애경산업도 지난 5월 책임경영 의지를 강조 차원에서 임원진이 자사주 총 1만3100주, 2억2000만원 어치를 매입했다. 임재영 대표가 1억 450만원 규모(6000주)로 가장 많이 매입했고, 나머지 임원들도 주식 매수에 적극 동참했다."
,,,전사적 차원에서 대규모 자사주 매입에 나서며 주가 방어에 나서는 업체들도 눈에 띈다.
,,,"패션업체 신원은 지난 6월말 주가가 52주 신저가를 기록하자, 이달초부터 회사 차원에서 자사주 매입에 돌입했다. 내달 19일까지 약 25억원 규모의 자사주 150만주를 매입할 계획이다. 신원은 지난 2020년부터 벌써 자사주 매입에만 140억원을 투입했다. "
,,,"신원 관계자는 ""최근 실적개선이 뚜렷한 데도 전 세계적 불황 등 외부 요인 탓에 주가가 하락하고 있다""며 ""자사주 취득은 주가 방어와 주주가치 제고를 위한 회사 차원의 의지""라고 밝혔다."
,,,앞서 이마트도 주가 방어를 위해 지난 2월부터 5월까지 총 1343억원(100만주) 규모의 자사주를 사들였다. 자사주 매입을 발표한 뒤 주가는 14만2500원까지 치솟았지만 하락장으로 다시 주가가 내리막을 타며 최근 52주 최저가를 경신했다. 이에 따라 이마트가 앞으로 또 한번 자사주 매입에 나서며 주주들의 불안감을 해소시켜 줄 지 지켜볼 대목이다.
,,,"업계 관계자는 ""회사 임원진들의 자사주 매입은 시장에도 긍정적인 시그널""이라며 ""투자자들에게 현재 주가가 저평가돼 있다는 점을 알리고 책임 경영 의지도 보여줄 수 있는 수단""이라고 전했다."
,,,☞공감언론 뉴시스 dw0384@newsis.com 
,,,ⓒ 공감언론 뉴시스통신사. 무단전재-재배포 금지
,,,
,,, 환경단체들이 부산시 기장군 고리원전 2호기의 수명 연장을 위해 한국수력원자력이 작성한 방사선환경영향평가서에 대해 수명연장 때문에 발생할 핵폐기물 대책이 빠진 눈속임 평가서라고 주장했다. 
,,,"환경운동연합 탈핵위원회와 부산환경운동연합은 18일 오전 부산시의회 브리핑룸에서 기자회견을 열어 이렇게 주장하며 “안전을 무시한 고리2호기 수명연장 추진을 즉각 중단하라”고 요구했다. 한수원은 원전 최강국 건설을 국정 과제로 내세우고 원전 비중을 확대하기로 한 새 정부 방침에 따라 내년 4월 수명이 만료되는 고리 2호기의 수명 연장 절차를 밟고 있다. 이에 따라 한수원은 지난 4월 원자력안전위원회에 고리 2호기를 계속 운전하는데 필요한 주기적안전성평가 보고서를 제출했고, 지난 8일부터는 방사선비상계획구역 안 주민을 대상으로 방사선환경영향평가서 초안 공람을 시작했다. 오는 9월5일까지 부산과 울산, 경남 지역 16개 기초자치단체 주민 의견을 들어 원안위의 수명연장 심사에 반영하겠다는 것이다."
,,,이렇게 공개된 초안을 검토한 환경단체는 이날 기자회견에서 “고리 2호기의 수명을 연장하면 고리핵발전소 사용후핵연료 저장 포화시점이 당초 2031년에서 더 앞당겨질 수밖에 없기 때문에 (한수원이) 고리 2호기에 (사용후핵연료의 저장 간격을 기존보다 좁히는) 조밀저장 시설을 만들겠다고 하는 것은 근본대책이 될 수 없다”며 “사용후핵연료에 대한 대책과 그에 따른 안전성평가를 담지 않은 방사선환경영향 평가는 존재하는 위험을 가리는 눈속임에 불과하다”고 주장했다. 
,,,환경단체는 방사선환경영향평가에서 중대사고로 인한 사망률이나 집단선량과 같은 피해를 정량적으로 제시하지 않은 점도 문제로 지적했다. 이들은 “법적으로 중대사고 영향을 평가해야 하지만 약식으로 시늉만 하고 해외 원전과 비교 결과를 제시하지 않은 것은 국내 원전의 과밀집을 숨기고자 한 것”이라고 주장했다. 해외 원전보다 지역 인구 밀도가 높은 국내원전의 상대적 위험성이 크게 보일 수밖에 없어 한수원이 이를 제시하지 않고 있다는 주장이다.
,,,"이날 기자회견에서 한병섭 원자력안전연구소장은 고리 2호기에서 중대사고가 발생할 경우 1주일 안에 최대 165명의 사망자가 나오는 방출 시나리오 연구 결과를 소개하고 “암 발생으로 인한 사망자는 평균 8220명에서 최대 3만4700명까지 발생할 수 있다”고 경고했다. 한 소장은 특히 “테러 등으로 고리 2호기에서 체르노빌 사고와 같은 중대사고 발생할 경우 전국에서 최대 633명의 조기사망자가 발생하고, 사용후핵연료저장조가 파괴돼 화재가 발생하면 최대 76만4000명까지 조기사망하는 큰 피해가 날 수 있다”고 말했다. "
,,,지아이지반정보연구소 김성욱 소장은 “경주와 포항지진으로 동해안에 있는 핵발전소들의 입지가 과거의 생각과 달리 좋지 못하다는 사실들이 밝혀지기 시작했다”며 “수명연장을 하려면 지진 위험과 활성단층에 대한 안전기준부터 제대로 적용되어야 한다”고 말했다. 김 소장은 “고리핵발전소는 주변에 인구가 밀집돼 있는 것은 물론 좁은 지역에 다수호기가 운영 중이라 안전성에 대한 평가가 이전보다 보수적으로 돼야 한다”고 강조했다. 
,,,환경단체들은 “안전성과 위험을 무시한 고리 2호기 수명 연장은 800만명이 거주하는 부산·울산·경남의 시민들을 위험으로 몰아넣는 정책”이라며 정부와 한수원에 고리 2호기 수명연장 추진 중단을 요구했다.
,,,김정수 선임기자 jsk21@hani.co.kr
,,,"ⓒ 한겨레신문사, 무단전재 및 재배포 금지 "
,,,
,,,YTN라디오(FM 94.5) [YTN 뉴스FM 슬기로운 라디오생활] 
,,,□ 방송일시 : 2022년 7월 18일 (월요일) 
,,,□ 진행 : 이현웅 아나운서 
,,,□ 출연 : 박혜은 더스크린 편집장 
,,,* 아래 텍스트는 실제 방송 내용과 차이가 있을 수 있으니 보다 정확한 내용은 방송으로 확인하시기 바랍니다. 
,,,"◇ 이현웅 아나운서(이하 이현웅): 슬기로운 라디오생활, 2부는 영화를 보는 새로운 방법, 슬기로운 OTT생활 준비했습니다. 최근 ENA 채널의 오리지널 드라마 '이상한 변호사 우영우'가 열풍을 넘어 신드롬급 인기를 끌고 있습니다. 방송 2주 만에 시청률 10배 상승, 넷플릭스 비영어권 1위, 미국 드라마 리메이크 제안까지 받았다고 하는데 똑바로 읽어도 거꾸로 읽어도 우영우의 어떤 매력 때문일까요. 관련 소식 짚어보죠. 더스크린 박혜은 편집장 연결돼 있습니다. 편집장님 안녕하세요? "
,,,◆ 박혜은 더스크린 편집장(이하 박혜은): 안녕하세요. 
,,,"◇ 이현웅: 오늘 '우영우' 소식 들어볼 텐데, 청취자분들 중에서도 즐겨보시는 분들 많을 것 같습니다. 드라마 '이상한 변호사 우영우', 정말 이상하고 기이한 현상을 보여주면서 시청률이 10배나 상승했다고 하는데, 편집장님도 보셨나요? "
,,,"◆ 박혜은: 네, 저도 워낙 입소문이 뜨거워서, 사실 첫 예고편 나올 때부터 관심이 많이 가던 작품이라 챙겨봤습니다. "
,,,◇ 이현웅: 실제로도 재미있으신가요? 
,,,"◆ 박혜은: 네, 잘하면 올해의 드라마가 상반기에 나오겠구나라는 생각까지도 잠깐 했었어요. "
,,,◇ 이현웅: 보통은 대상 나오는 드라마는 연말에 하잖아요. 그런데 이 작품이 충분히 수상 가능성까지 있다 그렇게 보시는 거죠. 
,,,"◆ 박혜은: 수상가능성이 높은 작품이고요. 신드롬뿐만이 아닌 재미와 의미, 메시지까지 전하는 드라마가 많은 분들에게 사랑을 받고 있어서 주목할만한 작품이라는 생각이 들어요. 말씀해주신 것처럼 이 작품이 왜이렇게까지 신드롬이라는 이유를 듣냐면, 이 작품에 공개된 채널이 대중들에게 다소 생소한 채널이었거든요. ENA라는. 어떻게 보면 개국방송이나 마찬가지인 드라마가 6회 만에 공중파로 따지면 50%에 가까운 시청률이다, 라고 이야기할 수 있을 정도로 굉장히 뜨거운 사랑을 받고 있고요. 말씀하신 것처럼 넷플릭스 비영어권 TV 프로그램 아시아에서 선풍적인 인기를 끌고 있습니다. "
,,,"◇ 이현웅: 왜 이 드라마가 그렇게 인기인지 알아봐야 할 텐데, 아직 안 보신 분들도 계실 것 같거든요. 간략하게 작품 소개 먼저 해주시죠. "
,,,"◆ 박혜은: 이상한 변호사 우영우라고 자신의 정체성을 드러낸 제목인데요. 자폐 스펙트럼 장애와 천재성을 동시에 가지고 있는 변호사, 우영우라는 인물이 살아가는 이야기를 담은 작품입니다. 자폐 스펙트럼 장애라는 것을 또박또박 알려 준 드라마이기도 하고요. 똑바로 읽어도 우영우, 거꾸로 읽어도 우영우라는 것은 자폐 성향을 가지고 있는 분들이 강박적으로 쓰는 여러 가지 특징 중 하나를 드러내는 표현으로 사용이 됩니다. 그럼에도 불구하고 이 작품이 가지고 있는 가장 큰 장점은 자폐 스펙트럼 장애를 정말 세심하고 세밀하고 현실적으로 다루기 위해서 애쓰고 있는 작품이라는 것뿐만 아니라 매회 보여주는 우영우라는 인물, 세상과 어떻게 보면 처음 소통하고 있는 인물의 성장담이 많은 분들과 공감대를 형성하고 있는 것 같아서 크게 사랑받고 있는 것 같아요. "
,,,◇ 이현웅: 이전에도 자폐 스펙트럼 장애를 앓고 있는 이 주인공들을 대상으로 한 영화들이 있었잖아요. 그런 작품들과 조금 다른 면이 있을까요? 더 인기를 얻는 이유가 있을까요. 
,,,"◆ 박혜은: 사실 최근에 자폐 스펙트럼 장애를 다루고 장애에 대한 깊은 이해와 세심한 표현을 한 잘 만든 작품들이 많았어요. 예를 들면 영화 '증인'이라는 작품이 있었구요. 그것도 자폐 스펙트럼 장애를 가진 소녀가 법정에 증인으로 서야 하는 이야기였구요. 이전에 드라마 '굿 닥터' 기억하신 분들 많으실 거예요. 이 작품도 자폐 스펙트럼 장애를 가진 주인공이 살아가는 이야기였는데요. 이 작품 진짜 독특하거든요. 한국에서도 꽤 사랑을 받았지만, 미국에서는 시즌 6까지 만들어지면서 엄청난 흥행을 하고 있구요, 지금도. 리메이크작이 한국으로 역수출되는 현상도 보여주고 있구요. 박정민 배우가 영화 '그것만이 내 세상'에서 아스퍼거 증후군을 가지고 있는, 피아노를 잘 치는 청년으로 출연한 적이 있었죠. "
,,,"◇ 이현웅: 그렇군요. 요즈음 확실히 조명하는 경우가 많아지는 것 같은데, 앞서서 '굿 닥터'의 미국판 리메이크 말씀을 해 주셨잖아요. 그런데 '우영우'도 리메이크 제안을 받았다고요? "
,,,"◆ 박혜은: 네, '굿 닥터'가 워낙 미국에서 큰 사랑을 받았기 때문에 굉장히 비슷한 주제, 잘 만들어진 작품이라는 면에서 충분히 리메이크 제안이 들어왔을 거라는 생각이 들고요. 이렇게 해외에서 리메이크된다거나 새로 제작되는 발판을 만들어주는 건 아무래도 글로벌 OTT를 통해서 글로벌 시장에서도 충분히 강점이 있다는 것을 확인시켜주지 않았나 생각이 듭니다. "
,,,"◇ 이현웅: 이 작품 한국에서도 끝나지 않았지만 연장되는 스토리가 만약 리메이크작에서 나올 수도 있다, 이런 생각도 들고요. 판사 출신 문유석 작가 이야기를 들어보면 이상한 변호사 우영우의 미덕은 담백함""이라고 하던데요. 공감하십니까? "
,,,"◆ 박혜은: 굉장히 공감하구요. 저는 이 작품을 가장 좋아했던 이유가 자폐 스펙트럼을 가진 변호사의 성장기이기도 하지만 이 장애를 가진 환우가 보통 사람들이라고 불리는 사람들과의 관계 속에서 성장하는 드라마라는 게 굉장히 중요했어요. 이 작품을 자꾸 판타지라고 이야기를 종종 듣거든요. 세상에 이런 변호사가 있을 수 없다, 주변에 있는 사람들이 다 선하고 착하고 좋은 사람들이다. 그래서 판타지 아니냐? 라고 하는데요. 사실 저는 굉장히 반대(생각이)에요. 우영우 변호사는 굉장히 드라마틱한 드라마의 주인공으로서 현실에 없는 인물일 수 있어요. 하지만 그 주변에 있는 사람들은 다정하고 친절하고 우리도 충분히 노력하면 그렇게 할 수 있는 모습들을 보여주는 사람들이거든요. 그런데 그것마저 판타지라고 얘기를 해 버리면 우리 안에 있는 이 좋은 마음들, 좋은 사람들, 좋은 세상을 바라는 마음들까지 보지 못한 척하는 것 같아서... 오히려 이 작품은 우영우 변호사라는 인물이 판타지적일 수 있지만, 그 세상은 판타지가 아니었으면 하는 바람. 그것 때문에 사람들이 좋아하는 게 아닐까 싶어요. "
,,,◇ 이현웅: 앞서서 말씀하신 이 재미를 넘어서 의미와 메시지를 전하고 있다고 하셨는데 그런 말씀이신 거죠? 
,,,"◆ 박혜은: 네, 맞습니다. 이 작품을 보면 아주 큰 도움이 아니라 누구를 괴롭히지 않도록 하고, 작은 도움을 주면서 따뜻하게 지켜갈 수 있는 것만으로도 우영우 변호사가 살아갈 힘을 얻게 되는 장면들이 있게 되거든요. 그런 사람이 되었으면 좋겠다, 라는 생각을 저도 하게 됐어요. "
,,,"◇ 이현웅: 저도 아직 다 보지는 않았습니다만, 소재 중에 하나로 고래가 나오더라고요. 그게 어떤 의미입니까? "
,,,"◆ 박혜은: 우영우 변호사가 고래를 정말 좋아하는데요. 영화 속에 두 가지 복선에 대한 이야기가 있는 것 같아요. 우선 한 가지는 고래가 공동체를 잘 돌보고 잘 살피는, 그러니까 아픈 고래가 있거나 다친 고래가 있어도 그 공동체가 그 아픈 고래들까지도 잘 챙기면서 사회를 이루고 살아가고 돌보는 습성을 갖고 있는 포유류라는 점으로 아마 우리 사회에 메시지를 주고 싶어하시는 것 같구요. 또 하나는 이 작품이 진행되면서 박은빈 씨가 연기한 우영우 변호사의 어떤 비밀이 또 밝혀질 것 같아요. 비밀도 아주 연관이 되어있는 것이 고래라는 상징인 것 같습니다. "
,,,◇ 이현웅: 두 번째 내용은 나중에 드라마를 보면서 제가 확인해보도록 하겠습니다. 배우 박은빈 씨를 언급해주셨는데 사실 이렇게 좋은 작품도 좋은 배우가 살려주지 못하면 주목받지 못하는 경우가 있잖아요. 이번에는 배우 박은빈씨가 인생 캐릭터를 만났다는 평가가 나오더라구요? 
,,,"◆ 박혜은: 저는 박은빈 배우님 팬이거든요. 매번 인생 캐릭터를 갱신하고 계신 것 같은데, 이번 우영우 변호사 같은 경우는 사실 배우로 굉장히 어려운 연기를 하고 있다고 생각해요. 표현이 조금이라도 과하면 자칫 장애 비하거나 과장이 될 수도 있고. 너무 특징을 드러내지 않으면, 특성이 살지 않잖아요. 그런데 박은빈 배우는 굉장히 잔잔하면서도 섬세하게 캐릭터가 가진 힘을 또 극대화시키기도 하고요. 또 굉장히 사랑스러운 모습으로 사람들에게 응원을 받고 있는 것 같습니다. 사실 변호사 캐릭터가 대사가 정말 많거든요. 대사가 1,000자가 넘는 역할이잖아요. 좋은 발성으로 쉽지 않은 법전을 외워야 하는 장면을 볼 때, 앉은 자리에서 박수를 보냅니다. "
,,,◇ 이현웅: 편집장님은 카타르시스 같은 것도 느끼시나요? 
,,,"◆ 박혜은: 네, 느끼고 있습니다. "
,,,"◇ 이현웅: 배우 박은빈 씨의 인생 캐릭터라고 하면 여러 개가 있지만 이전에는 '스토브 리그'에서 최초의 여성운영팀장인 이세영 역할을 빼놓을 수가 없는데. 아직 완결이 난 건 아니지만 이 이세영 역할, 스토브리그와 우영우 어떤 게 더 인생캐릭터로 남을 거라고 생각드십니까? "
,,,◆ 박혜은: 저는 우영우 캐릭터가 조금 더 인생 캐릭터일 수밖에 없는 것 같습니다. 
,,,◇ 이현웅: 확실히 어려운 연기이기도 하고요. 
,,,◆ 박혜은: 그리고 가장 그게 중심에서 주변을 하나로 만들어주는 캐릭터이다 보니 마음이 갈 수 밖에 없는 것 같아요. 
